name,site,subtypes,category,type,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Peacher Plumbing,https://www.peacherplumbing.com/,Plumber,Plumber,Plumber,+1 318-640-5211,,landline,31.4003762,-92.4349419,"5482 Oaklane Rd, Pineville, LA 71360",Pineville,Louisiana,False,4.4,96.0,"https://search.google.com/local/reviews?placeid=ChIJB8fpQhdNJYYRe63h337QqPg&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Peacher+Plumbing/@31.4003762,-92.4349419,14z/data=!4m8!1m2!2m1!1sPeacher+Plumbing!3m4!1s0x86254d1742e9c707:0xf8a8d07edfe1ad7b!8m2!3d31.4003762!4d-92.4349419",ChIJB8fpQhdNJYYRe63h337QqPg,peacherplumbing@bellsouth.net,INVALID,,,https://lh6.googleusercontent.com/-5QuF8zwulYc/AAAAAAAAAAI/AAAAAAAAAAA/9eVpcrc3lOo/s256/photo.jpg,#4374e0,#9fc2fe,peacherplumbing
Cenla Plumbing Repair LLC,https://www.cenlaplumbing.com/,Plumber,Plumber,Plumber,+1 318-880-6311,,landline,31.2947492,-92.4516164,"2219 Lee St, Alexandria, LA 71301",Alexandria,Louisiana,False,5.0,6.0,"https://search.google.com/local/reviews?placeid=ChIJL_Y855dLJYYRsQvfeUdGqNg&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Cenla+Plumbing+Repair+LLC/@31.2947492,-92.45161639999999,14z/data=!4m8!1m2!2m1!1sCenla+Plumbing+Repair+LLC!3m4!1s0x86254b97e73cf62f:0xd8a8464779df0bb1!8m2!3d31.2947492!4d-92.45161639999999",ChIJL_Y855dLJYYRsQvfeUdGqNg,cenlaplumbing@gmail.com,RECEIVING,https://facebook.com/cenlaplumbingrepair,,https://lh3.googleusercontent.com/-7nyEu8bDiSs/AAAAAAAAAAI/AAAAAAAAAAA/Sbwc6pjnYMU/s256/photo.jpg,#4374e0,#9fc2fe,cenlaplumbingrepairllc
Buckley Brothers Plumbing,,Plumber,Plumber,Plumber,+1 318-713-3114,,landline,31.3003722,-92.4470272,"1810 Wise St, Alexandria, LA 71301",Alexandria,Louisiana,False,4.8,14.0,"https://search.google.com/local/reviews?placeid=ChIJCYF8pkZLJYYRpAaOccanMqg&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",3.0,,False,"https://www.google.com/maps/place/Buckley+Brothers+Plumbing/@31.300372199999998,-92.4470272,14z/data=!4m8!1m2!2m1!1sBuckley+Brothers+Plumbing!3m4!1s0x86254b46a67c8109:0xa832a7c6718e06a4!8m2!3d31.300372199999998!4d-92.4470272",ChIJCYF8pkZLJYYRpAaOccanMqg,,,,,,,,buckleybrothersplumbing
Water Worx Plumbing LLC,,"Plumber, Drainage service, Service establishment",Plumber,Plumber,+1 318-264-8625,T-Mobile USA Inc.,mobile,30.723674,-91.1463555,,Slaughter,LA,True,4.7,13.0,,,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-12AM"", ""Thursday"": ""12AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Water+Worx+Plumbing+LLC/@30.723674,-91.1463555,14z/data=!4m8!1m2!2m1!1sWater+Worx+Plumbing+LLC!3m4!1s0x2d1d22fbea229009:0x9986d2d09edb310!8m2!3d30.723674!4d-91.1463555",ChIJCZAi6vsiHS0RELPtCS1tmAk,,,,,https://lh4.googleusercontent.com/-StHqnkoIulU/AAAAAAAAAAI/AAAAAAAAAAA/cZSXKzfohl4/s256/photo.jpg,#392429,#f0f3f6,waterworxplumbingllc
Wells plumbing,,Plumber,Plumber,Plumber,+1 318-542-5841,,mobile,31.3250294,-92.3972176,"2517 Old Marksville Hwy, Pineville, LA 71360",Pineville,Louisiana,False,4.6,9.0,"https://search.google.com/local/reviews?placeid=ChIJr8ZVmZ1LJYYRcmI2hPRDfxs&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Wells+plumbing/@31.3250294,-92.39721759999999,14z/data=!4m8!1m2!2m1!1sWells+plumbing!3m4!1s0x86254b9d9955c6af:0x1b7f43f484366272!8m2!3d31.3250294!4d-92.39721759999999",ChIJr8ZVmZ1LJYYRcmI2hPRDfxs,,,,,https://lh5.googleusercontent.com/-pO2mO2BLu4w/AAAAAAAAAAI/AAAAAAAAAAA/7Bx8_24mLgU/s256/photo.jpg,#4374e0,#9fc2fe,wellsplumbing
Plumb Pro LLC,,Plumber,Plumber,Plumber,+1 318-715-2358,,mobile,31.3112936,-92.4451371,"Alexandria, LA 71301",Alexandria,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJi9QoKUFLJYYRn5XauQcIrho&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Plumb+Pro+LLC/@31.3112936,-92.4451371,14z/data=!4m8!1m2!2m1!1sPlumb+Pro+LLC!3m4!1s0x86254b412928d48b:0x1aae0807b9da959f!8m2!3d31.3112936!4d-92.4451371",ChIJi9QoKUFLJYYRn5XauQcIrho,,,,,,,,plumbprollc
Gary Baden Plumbing & Gas,,Plumber,Plumber,Plumber,+1 318-445-1632,"CEBRIDGE TELECOM LA, LLC D/B/A",fixed line,31.3309429,-92.4082632,"Pineville, LA 71361",Pineville,Louisiana,False,4.9,34.0,"https://search.google.com/local/reviews?placeid=ChIJpxpUEJ6yOoYR-uq1OJ7de4U&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Gary+Baden+Plumbing+%26+Gas/@31.3309429,-92.4082632,14z/data=!4m8!1m2!2m1!1sGary+Baden+Plumbing+%26+Gas!3m4!1s0x863ab29e10541aa7:0x857bdd9e38b5eafa!8m2!3d31.3309429!4d-92.4082632",ChIJpxpUEJ6yOoYR-uq1OJ7de4U,,,,,https://lh5.googleusercontent.com/-jQjPpyvQhN0/AAAAAAAAAAI/AAAAAAAAAAA/0O4-jgPBY9w/s256/photo.jpg,#4374e0,#9fc2fe,garybadenplumbinggas
Crossroads Plumbing LLC,http://www.crossroadsplumbingllc.com/,Plumber,Plumber,Plumber,+1 318-487-4572,,landline,31.2947526,-92.4515834,"2219 Lee St, Alexandria, LA 71301",Alexandria,Louisiana,False,3.3,25.0,"https://search.google.com/local/reviews?placeid=ChIJW51Yvi9LJYYRcg82GNdsSNY&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Crossroads+Plumbing+LLC/@31.2947526,-92.45158339999999,14z/data=!4m8!1m2!2m1!1sCrossroads+Plumbing+LLC!3m4!1s0x86254b2fbe589d5b:0xd6486cd718360f72!8m2!3d31.2947526!4d-92.45158339999999",ChIJW51Yvi9LJYYRcg82GNdsSNY,ted@crossroadsplumbingllc.com,RECEIVING,,,https://lh5.googleusercontent.com/-dYZL0ippldk/AAAAAAAAAAI/AAAAAAAAAAA/1LQybjNC2_k/s256/photo.jpg,#f2f0ef,#822f2f,crossroadsplumbingllc
Elite Plumbing & Heating LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 318-715-3843,AT&T Mobility LLC,mobile,30.9373736,-91.40087,,Weyanoke,LA,True,,,,2.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Elite+Plumbing+%26+Heating+LLC/@30.937373599999997,-91.40087,14z/data=!4m8!1m2!2m1!1sElite+Plumbing+%26+Heating+LLC!3m4!1s0x86254c159134a121:0x9ecba9fbd113892a!8m2!3d30.937373599999997!4d-91.40087",ChIJIaE0kRVMJYYRKokT0fupy54,,,,,https://lh3.googleusercontent.com/-VT3b0LxhZGs/AAAAAAAAAAI/AAAAAAAAAAA/AbIR_8KVk9Y/s256/photo.jpg,#9a8b6d,#f5f5f3,eliteplumbingheatingllc
Professional Plumbing Services of NELA LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 318-381-2619,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.9373736,-91.40087,,Weyanoke,LA,True,5.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJq8PMengxLoYRqs8zwbKLovY&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-3PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Professional+Plumbing+Services+of+NELA+LLC/@30.937373599999997,-91.40087,14z/data=!4m8!1m2!2m1!1sProfessional+Plumbing+Services+of+NELA+LLC!3m4!1s0x862e31787accc3ab:0xf6a28bb2c133cfaa!8m2!3d30.937373599999997!4d-91.40087",ChIJq8PMengxLoYRqs8zwbKLovY,,,,,https://lh6.googleusercontent.com/-HNwVz_xtiQg/AAAAAAAAAAI/AAAAAAAAAAA/M0B0Rdg7My0/s256/photo.jpg,#4374e0,#9fc2fe,professionalplumbingservicesofnelallc
McGee Plumbing & Mechanical Inc.,https://www.mcgeeplumbing.net/,Plumber,Plumber,Plumber,+1 318-445-7936,,landline,31.24947,-92.28204,"5780 Old Marksville Hwy, Pineville, LA 71360",Pineville,Louisiana,False,3.8,10.0,"https://search.google.com/local/reviews?placeid=ChIJqURs0x1HJYYRGZlrX2yaczU&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/McGee+Plumbing+%26+Mechanical+Inc./@31.24947,-92.28204,14z/data=!4m8!1m2!2m1!1sMcGee+Plumbing+%26+Mechanical+Inc.!3m4!1s0x8625471dd36c44a9:0x35739a6c5f6b9919!8m2!3d31.24947!4d-92.28204",ChIJqURs0x1HJYYRGZlrX2yaczU,mcgeeplumbing@yahoo.com,RECEIVING,,,https://lh5.googleusercontent.com/-DTKOLOpXbO8/AAAAAAAAAAI/AAAAAAAAAAA/fcxS6INh7I8/s256/photo.jpg,#4374e0,#9fc2fe,mcgeeplumbingmechanicalinc
PCH Plumbing Inc,,Plumber,Plumber,Plumber,+1 318-613-8348,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,31.319438,-92.4672927,"Alexandria, LA 71315",Alexandria,Louisiana,False,1.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ6wPIKK60OoYRZn5fBZ0GJRM&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/PCH+Plumbing+Inc/@31.319437999999998,-92.4672927,14z/data=!4m8!1m2!2m1!1sPCH+Plumbing+Inc!3m4!1s0x863ab4ae28c803eb:0x1325069d055f7e66!8m2!3d31.319437999999998!4d-92.4672927",ChIJ6wPIKK60OoYRZn5fBZ0GJRM,,,,,,,,pchplumbinginc
Aymond Plumbing & Heating Inc,,Plumber,Plumber,Plumber,+1 318-445-4497,TELEPORT COMMUNICATIONS AMERIC,fixed line,31.2741035,-92.4511206,"3229 Industrial St, Alexandria, LA 71301",Alexandria,Louisiana,False,4.6,13.0,"https://search.google.com/local/reviews?placeid=ChIJs6F7AdBKJYYR6LfN5i22BLo&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""Open 24 hours""}",False,"https://www.google.com/maps/place/Aymond+Plumbing+%26+Heating+Inc/@31.2741035,-92.4511206,14z/data=!4m8!1m2!2m1!1sAymond+Plumbing+%26+Heating+Inc!3m4!1s0x86254ad0017ba1b3:0xba04b62de6cdb7e8!8m2!3d31.2741035!4d-92.4511206",ChIJs6F7AdBKJYYR6LfN5i22BLo,,,,,,,,aymondplumbingheatinginc
Bath Makeover of Louisiana,https://bathmakeoverla.com/,Bathroom remodeler,Bathroom remodeler,Bathroom remodeler,+1 318-765-5024,,landline,31.5029823,-92.408875,"8484 US-165, Pollock, LA 71467",Pollock,Louisiana,False,,,,34.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Bath+Makeover+of+Louisiana/@31.5029823,-92.408875,14z/data=!4m8!1m2!2m1!1sBath+Makeover+of+Louisiana!3m4!1s0x862555fb8d43d491:0x44d8031966f72aec!8m2!3d31.5029823!4d-92.408875",ChIJkdRDjftVJYYR7Cr3ZhkD2EQ,,,,,https://lh5.googleusercontent.com/-AuGsqhnRtc4/AAAAAAAAAAI/AAAAAAAAAAA/j6W1q6FW2lc/s256/photo.jpg,#e3e5e7,#366d97,bathmakeoveroflouisiana
"Plumb Right, LLC",,"Plumber, Service establishment",Plumber,Plumber,+1 318-359-6012,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,31.1492315,-92.302034,,Whittington,LA,True,5.0,2.0,,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Plumb+Right%2C+LLC/@31.1492315,-92.30203399999999,14z/data=!4m8!1m2!2m1!1sPlumb+Right%2C+LLC!3m4!1s0x862521bb54690ed3:0x3c7e8c055614f1bd!8m2!3d31.1492315!4d-92.30203399999999",ChIJ0w5pVLshJYYRvfEUVgWMfjw,,,,,https://lh5.googleusercontent.com/-ZoXJamqPxJk/AAAAAAAAAAI/AAAAAAAAAAA/BmS42CD43zk/s256/photo.jpg,#4374e0,#9fc2fe,plumbrightllc
Carr & Osborne Plumbing Contractors,,Plumber,Plumber,Plumber,+1 318-445-2931,"NEW CINGULAR WIRELESS PCS, LLC",mobile,31.3199129,-92.4550555,"503 N 3rd St, Alexandria, LA 71301",Alexandria,Louisiana,False,4.6,29.0,"https://search.google.com/local/reviews?placeid=ChIJlRRN-lFLJYYR7gCVIMYJcF4&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Carr+%26+Osborne+Plumbing+Contractors/@31.3199129,-92.4550555,14z/data=!4m8!1m2!2m1!1sCarr+%26+Osborne+Plumbing+Contractors!3m4!1s0x86254b51fa4d1495:0x5e7009c6209500ee!8m2!3d31.3199129!4d-92.4550555",ChIJlRRN-lFLJYYR7gCVIMYJcF4,,,,,,,,carrosborneplumbingcontractors
Anytime Plumbing Repair LLC,https://anytimeplumbingrepair.com/,"Plumber, Drainage service, Service establishment, Hot water system supplier, Sewage treatment plant",Plumber,Plumber,+1 337-806-7523,,landline,30.2091376,-92.0395585,,Lafayette,LA,True,4.6,44.0,"https://search.google.com/local/reviews?placeid=ChIJjcZK8pthI4YRWT1sWwYa0LA&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",168.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Anytime+Plumbing+Repair+LLC/@30.2091376,-92.0395585,14z/data=!4m8!1m2!2m1!1sAnytime+Plumbing+Repair+LLC!3m4!1s0x8623619bf24ac68d:0xb0d01a065b6c3d59!8m2!3d30.2091376!4d-92.0395585",ChIJjcZK8pthI4YRWT1sWwYa0LA,anytimeplumbingrepair@gmail.com,RECEIVING,https://www.facebook.com/anytimeplumbingrepair/,http://instagram.com/doucetscotty,https://lh3.googleusercontent.com/-32H3yON49ys/AAAAAAAAAAI/AAAAAAAAAAA/9dFzhkLKX5s/s256/photo.jpg,#782323,#efecea,anytimeplumbingrepairllc
ACA Air Conditioning Heating & Plumbing,https://acaalex.com/,"Plumber, Air conditioning repair service, Air conditioning system supplier, Heating contractor, HVAC contractor, Mechanical contractor, Air conditioning contractor, Plumbing supply store, Sheet metal contractor",Air conditioning contractor,Plumber,+1 318-443-6321,,landline,31.275812,-92.4475108,"3615 Expansion St, Alexandria, LA 71302",Alexandria,Louisiana,False,4.6,339.0,"https://search.google.com/local/reviews?placeid=ChIJaxz9b9tKJYYROWjWuJTNFRY&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",30.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/ACA+Air+Conditioning+Heating+%26+Plumbing/@31.275812,-92.44751079999999,14z/data=!4m8!1m2!2m1!1sACA+Air+Conditioning+Heating+%26+Plumbing!3m4!1s0x86254adb6ffd1c6b:0x1615cd94b8d66839!8m2!3d31.275812!4d-92.44751079999999",ChIJaxz9b9tKJYYROWjWuJTNFRY,lisa@acaalex.com,RECEIVING,https://www.facebook.com/ACAMechanicalIndustrial/,,https://lh5.googleusercontent.com/-iYkB5Xu7gmE/AAAAAAAAAAI/AAAAAAAAAAA/mjyGzRFK87A/s256/photo.jpg,#1a0c1c,#ebdce0,acaairconditioningheatingplumbing
Big D's Plumbing Of Cenla LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 318-664-3690,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,31.238953,-92.3029934,,Center Point,LA,True,,,,3.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Big+D%27s+Plumbing+Of+Cenla+LLC/@31.238953,-92.30299339999999,14z/data=!4m8!1m2!2m1!1sBig+D%27s+Plumbing+Of+Cenla+LLC!3m4!1s0x8ef3ecef48393053:0xd0693905e27e4721!8m2!3d31.238953!4d-92.30299339999999",ChIJUzA5SO_s844RIUd-4gU5adA,,,,,https://lh6.googleusercontent.com/-NXdcd8jhVaU/AAAAAAAAAAI/AAAAAAAAAAA/ZzYr5nnm_n4/s256/photo.jpg,#f9f9f9,#343131,bigdsplumbingofcenlallc
"Rutledge Plumbing, Inc.",,"Plumber, Service establishment",Plumber,Plumber,+1 318-352-3475,"BANDWIDTH.COM CLEC, LLC - LA",fixed line,31.1689103,-97.702017,,Fort Cavazos,TX,True,4.2,25.0,,,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Rutledge+Plumbing%2C+Inc./@31.1689103,-97.702017,14z/data=!4m8!1m2!2m1!1sRutledge+Plumbing%2C+Inc.!3m4!1s0x863087f9e2bfd815:0x581f834a54614f02!8m2!3d31.1689103!4d-97.702017",ChIJFdi_4vmHMIYRAk9hVEqDH1g,rutledgeplumbing@hotmail.com,RECEIVING,https://www.facebook.com/rutledgeplumbingla/,,https://lh3.googleusercontent.com/-t5chb_rt6XM/AAAAAAAAAAI/AAAAAAAAAAA/HGNtVn_QLcY/s256/photo.jpg,#fcfaf9,#5f5459,rutledgeplumbinginc
"Regional Plumbing, LLC.",https://regionalplumbing.simdif.com/,"Plumber, Service establishment",Plumber,Plumber,+1 318-602-7205,,landline,31.7555805,-93.3795065,,Marthaville,LA,True,4.7,42.0,"https://search.google.com/local/reviews?placeid=ChIJjVFzByLUGYgRlQlCeXn9jHo&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Regional+Plumbing%2C+LLC./@31.755580499999997,-93.37950649999999,14z/data=!4m8!1m2!2m1!1sRegional+Plumbing%2C+LLC.!3m4!1s0x8819d4220773518d:0x7a8cfd7979420995!8m2!3d31.755580499999997!4d-93.37950649999999",ChIJjVFzByLUGYgRlQlCeXn9jHo,regionalplumbingllc@yahoo.com,RECEIVING,,,https://lh3.googleusercontent.com/-ZXJ1HDeflOs/AAAAAAAAAAI/AAAAAAAAAAA/8kIabIHzhSs/s256/photo.jpg,#fcfcfc,#5e5e5e,regionalplumbingllc
AxsomAir,https://axsomair.com/?utm_source=google-gbp,"Plumber, Electrician, Electric generator shop, HVAC contractor",HVAC contractor,Plumber,+1 318-228-1793,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,31.7476581,-93.1190679,"4150 University Pkwy, Natchitoches, LA 71457",Natchitoches,Louisiana,False,4.9,857.0,"https://search.google.com/local/reviews?placeid=ChIJ5z02aU19MIYR43VguNBAaNo&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",103.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/AxsomAir/@31.7476581,-93.11906789999999,14z/data=!4m8!1m2!2m1!1sAxsomAir!3m4!1s0x86307d4d69363de7:0xda6840d0b86075e3!8m2!3d31.7476581!4d-93.11906789999999",ChIJ5z02aU19MIYR43VguNBAaNo,greenmedalenergy@gmail.com,RECEIVING,https://www.facebook.com/AxsomAir/,,https://lh3.googleusercontent.com/-hK1B2-hkg3I/AAAAAAAAAAI/AAAAAAAAAAA/ggbfxl4_nQM/s256/photo.jpg,#555987,#010205,axsomair
Cormane's Pumping Services,,Plumber,Plumber,Plumber,+1 318-356-5510,,mobile,31.7491472,-93.0482676,"911 LA-494, Natchitoches, LA 71457",Natchitoches,Louisiana,False,3.7,21.0,"https://search.google.com/local/reviews?placeid=ChIJGyYaPj19MIYRr_YnNBvq28Q&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Cormane%27s+Pumping+Services/@31.7491472,-93.0482676,14z/data=!4m8!1m2!2m1!1sCormane%27s+Pumping+Services!3m4!1s0x86307d3d3e1a261b:0xc4dbea1b3427f6af!8m2!3d31.7491472!4d-93.0482676",ChIJGyYaPj19MIYRr_YnNBvq28Q,,,,,,,,cormanespumpingservices
Havens Heating & Cooling,,"HVAC contractor, Service establishment",HVAC contractor,HVAC contractor,+1 518-987-0072,,landline,40.818909,-73.057522,,Holtsville,NY,True,4.9,73.0,"https://search.google.com/local/reviews?placeid=ChIJ8R555A0KOoYRi8Q8Dw35zx8&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",75.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Havens+Heating+%26+Cooling/@40.818909,-73.05752199999999,14z/data=!4m8!1m2!2m1!1sHavens+Heating+%26+Cooling!3m4!1s0x863a0a0de4791ef1:0x1fcff90d0f3cc48b!8m2!3d40.818909!4d-73.05752199999999",ChIJ8R555A0KOoYRi8Q8Dw35zx8,,,,,https://lh3.googleusercontent.com/-GRkUU-pnCpM/AAAAAAAAAAI/AAAAAAAAAAA/1U9d2SQ3av8/s256/photo.jpg,#dde2db,#2a7362,havensheatingcooling
